ID,text,source,cleantext,label1,label2,label3,final_label
1993,গলিত অ্যালুমিনিয়াম থেকে অল্প নমুনা নিয়ে বিশ্লেষণ করে বিশুদ্ধতা নিশ্চিত করা হয়।,HSC Chemistry,গলিত অ্যালুমিনিয়াম থেকে অল্প নমুনা নিয়ে বিশ্লেষণ করে বিশুদ্ধতা নিশ্চিত করা হয়,Chemistry,Chemistry,Chemistry,Chemistry
1994,"সংকর ধাতু তৈরি করতে গলিত অ্যালুমিনিয়ামের সাথে প্রয়োজনমতো কপার, জিংক, ম্যাঙ্গানিজ, সিলিকন প্রভৃতি গলিত অবস্থায় মিশানো হয় ।",HSC Chemistry,সংকর ধাতু তৈরি করতে গলিত অ্যালুমিনিয়ামের সাথে প্রয়োজনমতো কপার জিংক ম্যাঙ্গানিজ সিলিকন প্রভৃতি গলিত অবস্থায় মিশানো হয়,Chemistry,Chemistry,Chemistry,Chemistry
1995,কপার একটি 100% রিসাইকেলযোগ্য ধাতু।,HSC Chemistry,কপার একটি রিসাইকেলযোগ্য ধাতু,Chemistry,Chemistry,Chemistry,Chemistry
1996,কপার সামগ্রীর টুকরাগুলোকে বৈদ্যুতিক চুল্লিতে নিয়ে প্রায় 1083°C তাপমাত্রার ঊর্ধ্বে গলানো হয় ।,HSC Chemistry,কপার সামগ্রীর টুকরাগুলোকে বৈদ্যুতিক চুল্লিতে নিয়ে প্রায় তাপমাত্রার ঊর্ধ্বে গলানো হয়,Chemistry,Chemistry,Chemistry,Chemistry
1997,গলিত কপারকে 1160°C তাপমাত্রায় কিছু সময় রেখে নির্গম ট্যাপের সাহায্যে বের করে সিলিন্ডার আকৃতির বিলেট (billet) হিসেবে ঠাণ্ডা করা হয়।,HSC Chemistry,গলিত কপারকে তাপমাত্রায় কিছু সময় রেখে নির্গম ট্যাপের সাহায্যে বের করে সিলিন্ডার আকৃতির বিলেট হিসেবে ঠাণ্ডা করা হয়,Chemistry,Chemistry,Chemistry,Chemistry
1998,কাচ একটি 100% রিসাইকেল যোগ্য পদার্থ।,HSC Chemistry,কাচ একটি রিসাইকেল যোগ্য পদার্থ,Chemistry,Chemistry,Chemistry,Chemistry
1999,অ্যালুমিনিয়ামও আয়রনের মতো রিসাইকেলযোগ্য ধাতু।,HSC Chemistry,অ্যালুমিনিয়ামও আয়রনের মতো রিসাইকেলযোগ্য ধাতু,Chemistry,Chemistry,Chemistry,Chemistry
2000,উচ্চ তড়িৎ পরিবাহিতা ও রাসায়নিকভাবে কম সক্রিয় হওয়ায় ইলেকট্রিক ও ইলেকট্রনিক শিল্পে প্রচুর পরিমাণে কপার ব্যবহৃত হয়।,HSC Chemistry,উচ্চ তড়িৎ পরিবাহিতা ও রাসায়নিকভাবে কম সক্রিয় হওয়ায় ইলেকট্রিক ও ইলেকট্রনিক শিল্পে প্রচুর পরিমাণে কপার ব্যবহৃত হয়,Chemistry,Chemistry,Chemistry,Chemistry
2001,কোষ হলো জীবের ভৌত সত্তার মৌল একক।,HSC Biology,কোষ হলো জীবের ভৌত সত্তার মৌল একক,Biology,Biology,Biology,Biology
2002,জীবের মৌলিক পদার্থের গঠনগত ও কার্যগত একক হলো কোষ।,HSC Biology,জীবের মৌলিক পদার্থের গঠনগত ও কার্যগত একক হলো কোষ,Biology,Biology,Biology,Biology
2003,পাশাপাশি কোষের কোষ প্রাচীরের মধ্যবর্তী অংশে পেকটিন জাতীয় পদার্থে নির্মিত একটি পাতলা পর্দা থাকে।,HSC Biology,পাশাপাশি কোষের কোষ প্রাচীরের মধ্যবর্তী অংশে পেকটিন জাতীয় পদার্থে নির্মিত একটি পাতলা পর্দা থাকে,Biology,Biology,Biology,Biology
2004,দুটি পাশাপাশি কোষের কূপ একটি অপরটির উল্টোদিকে মুখোমুখি অবস্থান করে।,HSC Biology,দুটি পাশাপাশি কোষের কূপ একটি অপরটির উল্টোদিকে মুখোমুখি অবস্থান করে,Biology,Biology,Biology,Biology
2005,কোষপ্রাচীরের প্রধান রাসায়নিক উপাদন সেলুলোজ।,HSC Biology,কোষপ্রাচীরের প্রধান রাসায়নিক উপাদন সেলুলোজ,Biology,Biology,Biology,Biology
2006,পাশাপাশি অবস্থিত কোষগুলোর কোষ প্রাচীরের মধ্যে যে সকল সূক্ষ্ম সূত্রাকার প্রোটোপ্লাজমীয় সংযোগ দেখা যায় তাদের নাম প্লাজমোডেজমাটা।,HSC Biology,পাশাপাশি অবস্থিত কোষগুলোর কোষ প্রাচীরের মধ্যে যে সকল সূক্ষ্ম সূত্রাকার প্রোটোপ্লাজমীয় সংযোগ দেখা যায় তাদের নাম প্লাজমোডেজমাটা,Biology,Biology,Biology,Biology
2007,"প্লাজমামেনব্রেন দ্বারা পরিবেষ্টিত গাঢ় জেলির ন্যায় স্বচ্ছ, অর্ধতরল, আঠালো, স্থিতিস্থাপক, কলয়েডধর্মী সজীব অংশ হলো প্রোটোপ্লাজম ।",HSC Biology,প্লাজমামেনব্রেন দ্বারা পরিবেষ্টিত গাঢ় জেলির ন্যায় স্বচ্ছ অর্ধতরল আঠালো স্থিতিস্থাপক কলয়েডধর্মী সজীব অংশ হলো প্রোটোপ্লাজম,Biology,Biology,Biology,Biology
2008,"প্রোটোপ্লাজম তিনটি অংশে বিভক্ত, যথা-১. প্লাজমামেমব্রেন; ২. সাইটোপ্লাজম এবং ৩. নিউক্লিয়াস ।",HSC Biology,প্রোটোপ্লাজম তিনটি অংশে বিভক্ত যথা প্লাজমামেমব্রেন সাইটোপ্লাজম এবং নিউক্লিয়াস,Biology,Biology,Biology,Biology
2009,গঠনগতভাবে প্লাজমামেমব্রেন প্রধানত প্রোটিন ও লিপিডের সমন্বয়ে গঠিত একটি পাতলা পর্দা।,HSC Biology,গঠনগতভাবে প্লাজমামেমব্রেন প্রধানত প্রোটিন ও লিপিডের সমন্বয়ে গঠিত একটি পাতলা পর্দা,Biology,Biology,Biology,Biology
2010,প্লাজমামেমব্রেনের তল ও এর উপাদান উভয়ই পরিবর্তনযোগ্য।,HSC Biology,প্লাজমামেমব্রেনের তল ও এর উপাদান উভয়ই পরিবর্তনযোগ্য,Biology,Biology,Biology,Biology
2011,কোষের ভিতর-বাইরে বিভিন্ন পদার্থের যাতায়াতের ক্ষেত্রে মেমব্রেনে কার্বোহাইড্রেট এবং প্রোটিন ডেরিভেটিভস- এর উপস্থিতি অত্যন্ত গুরুত্বপূর্ণ বলে মনে করা হয় ।,HSC Biology,কোষের ভিতরবাইরে বিভিন্ন পদার্থের যাতায়াতের ক্ষেত্রে মেমব্রেনে কার্বোহাইড্রেট এবং প্রোটিন ডেরিভেটিভস এর উপস্থিতি অত্যন্ত গুরুত্বপূর্ণ বলে মনে করা হয়,Biology,Biology,Biology,Biology
2012,লিপিড ও প্রোটিন অণুর দ্রুত নড়াচড়ার কারণে মেমব্রেনটিকে বেশ তরল বলে বিবেচনা করা হয়।,HSC Biology,লিপিড ও প্রোটিন অণুর দ্রুত নড়াচড়ার কারণে মেমব্রেনটিকে বেশ তরল বলে বিবেচনা করা হয়,Biology,Biology,Biology,Biology
2013,"প্লাজমামেমব্রেনের রাসায়নিক উপাদানগুলো হলো প্রোটিন (৬০-৮০%), লিপিড (২০-৪০%), শর্করা (৫%), এনজাইম, অ্যান্টিজেন, লবণ ও পানি ।",HSC Biology,প্লাজমামেমব্রেনের রাসায়নিক উপাদানগুলো হলো প্রোটিন লিপিড শর্করা এনজাইম অ্যান্টিজেন লবণ ও পানি,Biology,Biology,Biology,Biology
2014,"প্লাজমামেমব্রেন প্রাণিকোষের আকৃতি প্রদান করে, কোষের ভিতরের সজীব অংশকে রক্ষা করে, কোষের ভিতরে- বাইরে নানা বস্তুর যাতায়াত নিয়ন্ত্রণ করে এবং ফ্যাগোসাইটোসিস প্রক্রিয়ায় কঠিন কণা ও পিনোসাইটোসিস প্রক্রিয়ায় তরল পদার্থ গ্রহণে অংশ নেয় ।",HSC Biology,প্লাজমামেমব্রেন প্রাণিকোষের আকৃতি প্রদান করে কোষের ভিতরের সজীব অংশকে রক্ষা করে কোষের ভিতরে বাইরে নানা বস্তুর যাতায়াত নিয়ন্ত্রণ করে এবং ফ্যাগোসাইটোসিস প্রক্রিয়ায় কঠিন কণা ও পিনোসাইটোসিস প্রক্রিয়ায় তরল পদার্থ গ্রহণে অংশ নেয়,Biology,Biology,Biology,Biology
2015,নিউক্লিয়াস বা বংশগতীয় বস্তু ও প্লাজমামেমব্রেন ব্যতীত কোষের সমুদয় জেলির ন্যায় অর্ধতরল অংশই হলো সাইটোপ্লাজম ।,HSC Biology,নিউক্লিয়াস বা বংশগতীয় বস্তু ও প্লাজমামেমব্রেন ব্যতীত কোষের সমুদয় জেলির ন্যায় অর্ধতরল অংশই হলো সাইটোপ্লাজম,Biology,Biology,Biology,Biology
2016,সাইটোপ্লাজমের রাসায়নিক গঠন উপাদানকে অজৈব ও জৈব এই দুটি শ্রেণিতে বিভক্ত করা যায়।,HSC Biology,সাইটোপ্লাজমের রাসায়নিক গঠন উপাদানকে অজৈব ও জৈব এই দুটি শ্রেণিতে বিভক্ত করা যায়,Biology,Biology,Biology,Biology
2017,"সাইটোপ্লাজম ৩টি অংশ নিয়ে গঠিত, যথা- ১. সাইটোপ্লাজমিক মাতৃকা, ২. নির্জীব বা জড় বস্তুসমূহ এবং ৩. সাইটোপ্লাজমীয় অঙ্গাণুসমূহ।",HSC Biology,সাইটোপ্লাজম টি অংশ নিয়ে গঠিত যথা সাইটোপ্লাজমিক মাতৃকা নির্জীব বা জড় বস্তুসমূহ এবং সাইটোপ্লাজমীয় অঙ্গাণুসমূহ,Biology,Biology,Biology,Biology
2018,"সাইটোপ্লাজমীয় মাতৃকা হলো অঙ্গাণুসমূহ ছাড়া সাইটোপ্লাজমের অভ্যন্তরীণ স্বচ্ছ, তরল, বর্ণহীন ভিত্তি অংশ।",HSC Biology,সাইটোপ্লাজমীয় মাতৃকা হলো অঙ্গাণুসমূহ ছাড়া সাইটোপ্লাজমের অভ্যন্তরীণ স্বচ্ছ তরল বর্ণহীন ভিত্তি অংশ,Biology,Biology,Biology,Biology
2019,"যে প্রক্রিয়াগুলোতে সরল উপাদান থেকে জটিল ও গঠনমূলক উপাদান (যেমন- কার্বোহাইড্রেট, প্রোটিন, লিপিড) তৈরি হয় তা উপচিতি এবং জটিল দ্রব্যাদি ভেঙে সরল দ্রব্যাদি উৎপাদনকে বলে অপচিতি।",HSC Biology,যে প্রক্রিয়াগুলোতে সরল উপাদান থেকে জটিল ও গঠনমূলক উপাদান যেমন কার্বোহাইড্রেট প্রোটিন লিপিড তৈরি হয় তা উপচিতি এবং জটিল দ্রব্যাদি ভেঙে সরল দ্রব্যাদি উৎপাদনকে বলে অপচিতি,Biology,Biology,Biology,Biology
2020,"সাইটোপ্লাজমের সর্বাপেক্ষা বাইরে অর্থাৎ প্লাজমামেমব্রেন সংলগ্ন স্বচ্ছ, পাতলা, স্থিতিস্থাপক ও অদানাদার বা কম দানাদার অঞ্চলটির নাম এক্টোপ্লাজম, আর ভিতরের দিকে ঘন দানাদার অঞ্চলটির নাম এন্ডোপ্লাজম।",HSC Biology,সাইটোপ্লাজমের সর্বাপেক্ষা বাইরে অর্থাৎ প্লাজমামেমব্রেন সংলগ্ন স্বচ্ছ পাতলা স্থিতিস্থাপক ও অদানাদার বা কম দানাদার অঞ্চলটির নাম এক্টোপ্লাজম আর ভিতরের দিকে ঘন দানাদার অঞ্চলটির নাম এন্ডোপ্লাজম,Biology,Biology,Biology,Biology
2021,সাইটোপ্লাজম বিভিন্ন ধরনের ক্ষুদ্রাঙ্গ ধারণ করে এবং অম্ল ও ক্ষারের ভারসাম্য বজায় রাখে।,HSC Biology,সাইটোপ্লাজম বিভিন্ন ধরনের ক্ষুদ্রাঙ্গ ধারণ করে এবং অম্ল ও ক্ষারের ভারসাম্য বজায় রাখে,Biology,Biology,Biology,Biology
2022,সাইটোপ্লাজমের অভ্যন্তরে অবস্থিত সজীব বস্তুসমূহ যা কোষের বিভিন্ন জৈবনিক ক্রিয়াকলাপের সাথে জড়িত তাদেরকে সাইটোপ্লাজমীয় অঙ্গাণু বলা হয় ।,HSC Biology,সাইটোপ্লাজমের অভ্যন্তরে অবস্থিত সজীব বস্তুসমূহ যা কোষের বিভিন্ন জৈবনিক ক্রিয়াকলাপের সাথে জড়িত তাদেরকে সাইটোপ্লাজমীয় অঙ্গাণু বলা হয়,Biology,Biology,Biology,Biology
2023,অতি ক্ষুদ্র গোলাকার বা ডিম্বাকার যে সাইটোপ্লাজমিক অঙ্গাণু প্রোটিন সংশ্লেষণে সক্ষম তা হলো রাইবোজোম ।,HSC Biology,অতি ক্ষুদ্র গোলাকার বা ডিম্বাকার যে সাইটোপ্লাজমিক অঙ্গাণু প্রোটিন সংশ্লেষণে সক্ষম তা হলো রাইবোজোম,Biology,Biology,Biology,Biology
2024,সাধারণত নিউক্লিয়াসের কাছাকাছি সমান্তরালভাবে অবস্থিত গহ্বরযুক্ত অঙ্গাণু হলো গলজি বস্তু।,HSC Biology,সাধারণত নিউক্লিয়াসের কাছাকাছি সমান্তরালভাবে অবস্থিত গহ্বরযুক্ত অঙ্গাণু হলো গলজি বস্তু,Biology,Biology,Biology,Biology
2025,সিস্টারনির সাথে অঙ্গাঙ্গিভাবে জড়িত অপেক্ষাকৃত ক্ষুদ্র ও গোলাকার বস্তু হলো ভেসিকল।,HSC Biology,সিস্টারনির সাথে অঙ্গাঙ্গিভাবে জড়িত অপেক্ষাকৃত ক্ষুদ্র ও গোলাকার বস্তু হলো ভেসিকল,Biology,Biology,Biology,Biology
2026,গলজি বস্তু নানাবিধ খাদ্যদ্রব্যের সঞ্চয় ভাণ্ডার হিসেবে কাজ করে।,HSC Biology,গলজি বস্তু নানাবিধ খাদ্যদ্রব্যের সঞ্চয় ভাণ্ডার হিসেবে কাজ করে,Biology,Biology,Biology,Biology
2027,"লাইসোজোম হলো ক্ষুদ্রাকার, পর্দাবেষ্টিত ফোস্কার মতো সাইটোপ্লাজমীয় অঙ্গাণু যা বিগলনকারী এনজাইম ধারণ করে।",HSC Biology,লাইসোজোম হলো ক্ষুদ্রাকার পর্দাবেষ্টিত ফোস্কার মতো সাইটোপ্লাজমীয় অঙ্গাণু যা বিগলনকারী এনজাইম ধারণ করে,Biology,Biology,Biology,Biology
2028,লাইসোজোমের প্রধান কাজ ফ্যাগোসাইটোসিস প্রক্রিয়ায় রোগ-জীবাণু ধ্বংস করা।,HSC Biology,লাইসোজোমের প্রধান কাজ ফ্যাগোসাইটোসিস প্রক্রিয়ায় রোগজীবাণু ধ্বংস করা,Biology,Biology,Biology,Biology
2029,পরিণত লোহিত রক্তকণিকা ও আদি কোষ ছাড়া প্রায় সকল উদ্ভিদ ও প্রাণী কোষে এন্ডোপ্লাজমিক রেটিকুলাম দেখা যায় ।,HSC Biology,পরিণত লোহিত রক্তকণিকা ও আদি কোষ ছাড়া প্রায় সকল উদ্ভিদ ও প্রাণী কোষে এন্ডোপ্লাজমিক রেটিকুলাম দেখা যায়,Biology,Biology,Biology,Biology
2030,"যে সকল কোষে অপ্রোটিন জাতীয় পদার্থের (যেমন- ফসফোলিপিড, গ্লাইকোলিপিড, ভিটামিন, স্টেরয়েড, হরমোন ইত্যাদি) সংশ্লেষণ বেশি ঘটে তাতে মসৃণ এন্ডোপ্লাজমিক রেটিকুলাম অধিক পরিমাণে থাকে।",HSC Biology,যে সকল কোষে অপ্রোটিন জাতীয় পদার্থের যেমন ফসফোলিপিড গ্লাইকোলিপিড ভিটামিন স্টেরয়েড হরমোন ইত্যাদি সংশ্লেষণ বেশি ঘটে তাতে মসৃণ এন্ডোপ্লাজমিক রেটিকুলাম অধিক পরিমাণে থাকে,Biology,Biology,Biology,Biology
2031,এন্ডোপ্লাজমিক রেটিকুলাম সাইটোপ্লাজমীয় মাতৃকাকে কতকগুলো অনিয়ত কুঠুরিতে বিভক্ত করে কোষকে যান্ত্রিক দৃঢ়তা প্রদান করে ।,HSC Biology,এন্ডোপ্লাজমিক রেটিকুলাম সাইটোপ্লাজমীয় মাতৃকাকে কতকগুলো অনিয়ত কুঠুরিতে বিভক্ত করে কোষকে যান্ত্রিক দৃঢ়তা প্রদান করে,Biology,Biology,Biology,Biology
2032,মাইটোকন্ড্রিয়া কোষের শক্তি উৎপাদক অঙ্গাণু ও শ্বসন কেন্দ্র।,HSC Biology,মাইটোকন্ড্রিয়া কোষের শক্তি উৎপাদক অঙ্গাণু ও শ্বসন কেন্দ্র,Biology,Biology,Biology,Biology
2033,প্রতিটি মাইটোকন্ড্রিয়া একটি দ্বিস্তরবিশিষ্ট মেমব্রেন (ঝিল্লি) দ্বারা আবৃত।,HSC Biology,প্রতিটি মাইটোকন্ড্রিয়া একটি দ্বিস্তরবিশিষ্ট মেমব্রেন ঝিল্লি দ্বারা আবৃত,Biology,Biology,Biology,Biology
2034,মাইটোকন্ড্রিয়াতে বহিস্থ কক্ষ ও অভ্যন্তরীণ কক্ষ নামক দুটি কক্ষ বিদ্যমান।,HSC Biology,মাইটোকন্ড্রিয়াতে বহিস্থ কক্ষ ও অভ্যন্তরীণ কক্ষ নামক দুটি কক্ষ বিদ্যমান,Biology,Biology,Biology,Biology
2035,"মাইটোকন্ড্রিয়ার ভিতরের স্তরটি ভিতরের দিকে ভাঁজ হয়ে আঙ্গুলের মতো কতকগুলো অভিক্ষেপ সৃষ্টি করে, এই অভিক্ষেপগুলোকে ক্রিস্টি বলে ।",HSC Biology,মাইটোকন্ড্রিয়ার ভিতরের স্তরটি ভিতরের দিকে ভাঁজ হয়ে আঙ্গুলের মতো কতকগুলো অভিক্ষেপ সৃষ্টি করে এই অভিক্ষেপগুলোকে ক্রিস্টি বলে,Biology,Biology,Biology,Biology
2036,"উদ্ভিদ কোষের সাইটোপ্লাজমে বিক্ষিপ্তভাবে ছড়ানো ক্ষুদ্রাঙ্গগুলোর মধ্যে সর্বাপেক্ষা বৃহৎ, গোলাকার বা উপবৃত্তাকার, বর্ণময় বা বর্ণহীন অঙ্গাণুগুলো হলো প্লাস্টিড।",HSC Biology,উদ্ভিদ কোষের সাইটোপ্লাজমে বিক্ষিপ্তভাবে ছড়ানো ক্ষুদ্রাঙ্গগুলোর মধ্যে সর্বাপেক্ষা বৃহৎ গোলাকার বা উপবৃত্তাকার বর্ণময় বা বর্ণহীন অঙ্গাণুগুলো হলো প্লাস্টিড,Biology,Biology,Biology,Biology
2037,অধিক মাত্রায় ক্লোরোফিল ধারণকারী সবুজ বর্ণের প্লাস্টিডকে বলা হয় ক্লোরোপ্লাস্ট।,HSC Biology,অধিক মাত্রায় ক্লোরোফিল ধারণকারী সবুজ বর্ণের প্লাস্টিডকে বলা হয় ক্লোরোপ্লাস্ট,Biology,Biology,Biology,Biology
2038,প্রতিটি ক্লোরোপ্লাস্ট একটি দুই স্তরবিশিষ্ট (বহিঃস্তর ও অন্তঃস্তর) আবরণী বা মেমব্রেন দ্বারা আবৃত যা ক্লোরোপ্লাস্টের অভ্যন্তরীণ উপাদানসমূহকে সংরক্ষণ করে এবং ক্লোরোপ্লাস্টের ভিতর-বাহির বিভিন্ন পদার্থের যাতায়াত নিয়ন্ত্রণ করে।,HSC Biology,প্রতিটি ক্লোরোপ্লাস্ট একটি দুই স্তরবিশিষ্ট বহিঃস্তর ও অন্তঃস্তর আবরণী বা মেমব্রেন দ্বারা আবৃত যা ক্লোরোপ্লাস্টের অভ্যন্তরীণ উপাদানসমূহকে সংরক্ষণ করে এবং ক্লোরোপ্লাস্টের ভিতরবাহির বিভিন্ন পদার্থের যাতায়াত নিয়ন্ত্রণ করে,Biology,Biology,Biology,Biology
2039,পাশাপাশি অবস্থিত গ্রানামগুলো কিছু সংখ্যক সূক্ষ্ম নালিকা দ্বারা পরস্পরের সাথে যুক্ত থাকে; এই সংযোগকারী নালিকাকে বলা হয় স্ট্রোমা ল্যামেলী।,HSC Biology,পাশাপাশি অবস্থিত গ্রানামগুলো কিছু সংখ্যক সূক্ষ্ম নালিকা দ্বারা পরস্পরের সাথে যুক্ত থাকে এই সংযোগকারী নালিকাকে বলা হয় স্ট্রোমা ল্যামেলী,Biology,Biology,Biology,Biology
2040,প্রধানত প্রাণিকোষের নিউক্লিয়াসের কাছাকাছি মাইক্রোটিউবিউল সমন্বিত দুটি দণ্ডাকৃতির সিলিন্ডারের মতো গঠন দেখা যায় এদের সেন্ট্রিওল বলে।,HSC Biology,প্রধানত প্রাণিকোষের নিউক্লিয়াসের কাছাকাছি মাইক্রোটিউবিউল সমন্বিত দুটি দণ্ডাকৃতির সিলিন্ডারের মতো গঠন দেখা যায় এদের সেন্ট্রিওল বলে,Biology,Biology,Biology,Biology
2041,সেন্ট্রিওলকে ঘিরে যে ঘন তরল অংশ বিদ্যমান তাকে সেন্ট্রোস্ফিয়ার বলে।,HSC Biology,সেন্ট্রিওলকে ঘিরে যে ঘন তরল অংশ বিদ্যমান তাকে সেন্ট্রোস্ফিয়ার বলে,Biology,Biology,Biology,Biology
2042,"প্রকৃত কোষের সাইটোপ্লাজমে অবস্থিত অধিকতর ঘন, প্রায় গোলাকার অথবা উপবৃত্তাকার, অস্বচ্ছ, অপেক্ষাকৃত স্পষ্ট এবং বংশগতীয় পদার্থ ধারণকারী ক্ষুদ্রাঙ্গকে বলা হয় নিউক্লিয়াস।",HSC Biology,প্রকৃত কোষের সাইটোপ্লাজমে অবস্থিত অধিকতর ঘন প্রায় গোলাকার অথবা উপবৃত্তাকার অস্বচ্ছ অপেক্ষাকৃত স্পষ্ট এবং বংশগতীয় পদার্থ ধারণকারী ক্ষুদ্রাঙ্গকে বলা হয় নিউক্লিয়াস,Biology,Biology,Biology,Biology
2043,"প্রতিটি নিউক্লিয়াস স্বচ্ছ, ঝিল্লিবৎ, সজীব এবং দ্বিস্তরবিশিষ্ট যে বহিরাবরণ দ্বারা আবৃত থাকে তাকে নিউক্লিয়ার মেমব্রেন বলে।",HSC Biology,প্রতিটি নিউক্লিয়াস স্বচ্ছ ঝিল্লিবৎ সজীব এবং দ্বিস্তরবিশিষ্ট যে বহিরাবরণ দ্বারা আবৃত থাকে তাকে নিউক্লিয়ার মেমব্রেন বলে,Biology,Biology,Biology,Biology
2044,নিউক্লিয়ার মেমব্রেন সাইটোপ্লাজম ও নিউক্লিওপ্লাজমের মধ্যে বিভিন্ন পদার্থের যাতায়াত নিয়ন্ত্রণ করে।,HSC Biology,নিউক্লিয়ার মেমব্রেন সাইটোপ্লাজম ও নিউক্লিওপ্লাজমের মধ্যে বিভিন্ন পদার্থের যাতায়াত নিয়ন্ত্রণ করে,Biology,Biology,Biology,Biology
2045,"নিউক্লিয়ার মেমব্রেন দ্বারা আবৃত নিউক্লিয়াসের অভ্যন্তরস্থ স্বচ্ছ, অর্ধতরল, দানাদার ও জেলীর মতো পদার্থকে বলা হয় নিউক্লিওপ্লাজম (বা ক্যারিওলিম্ফ বা নিউক্লিয়রস)।",HSC Biology,নিউক্লিয়ার মেমব্রেন দ্বারা আবৃত নিউক্লিয়াসের অভ্যন্তরস্থ স্বচ্ছ অর্ধতরল দানাদার ও জেলীর মতো পদার্থকে বলা হয় নিউক্লিওপ্লাজম বা ক্যারিওলিম্ফ বা নিউক্লিয়রস,Biology,Biology,Biology,Biology
2046,"নিউক্লিওপ্লাজমের অভ্যন্তরে ক্ষুদ্র, গোলাকার, আবরণী বিহীন, উজ্জ্বল, অপেক্ষাকৃত ঘন বস্তুটিকে বলা হয় নিউক্লিওলাস ।",HSC Biology,নিউক্লিওপ্লাজমের অভ্যন্তরে ক্ষুদ্র গোলাকার আবরণী বিহীন উজ্জ্বল অপেক্ষাকৃত ঘন বস্তুটিকে বলা হয় নিউক্লিওলাস,Biology,Biology,Biology,Biology
2047,কোষচক্রের ইন্টারফেজ দশায় নিউক্লিয়াসের ভেতর ডিএনএ এবং হিস্টোন ও ননহিস্টোন প্রোটিন নির্মিত যে সূত্রাকার গঠন দেখা যায় তাকে ক্রোমাটিন বলে।,HSC Biology,কোষচক্রের ইন্টারফেজ দশায় নিউক্লিয়াসের ভেতর ডিএনএ এবং হিস্টোন ও ননহিস্টোন প্রোটিন নির্মিত যে সূত্রাকার গঠন দেখা যায় তাকে ক্রোমাটিন বলে,Biology,Biology,Biology,Biology
2048,যে সকল ক্রোমাটিন নিষ্ক্রিয় ডিএনএ ধারণ করে ও দৃঢ়ভাবে প্যাঁচানো থাকে তাকে হেটারোক্রোমাটিন বলে।,HSC Biology,যে সকল ক্রোমাটিন নিষ্ক্রিয় ডিএনএ ধারণ করে ও দৃঢ়ভাবে প্যাঁচানো থাকে তাকে হেটারোক্রোমাটিন বলে,Biology,Biology,Biology,Biology
2049,যে সকল ক্রোমাটিন সক্রিয় ডিএনএ ধারণ করে ও কম প্যাঁচানো থাকে তাকে ইউক্রোমাটিন বলে।,HSC Biology,যে সকল ক্রোমাটিন সক্রিয় ডিএনএ ধারণ করে ও কম প্যাঁচানো থাকে তাকে ইউক্রোমাটিন বলে,Biology,Biology,Biology,Biology
2050,"বিভাজনরত প্রকৃত কোষের নিউক্লিয়াসের অভ্যন্তরে নিউক্লিওপ্রোটিন নির্মিত, বংশগতির ধারক ও বাহকরূপে চিহ্নিত, অনুলিপন ক্ষমতাসম্পন্ন এবং রঞ্জক পদার্থ ধারণকারী লম্বা সরু সূত্রাকার দেহ বা গঠনগুলো হলো ক্রোমোজোম।",HSC Biology,বিভাজনরত প্রকৃত কোষের নিউক্লিয়াসের অভ্যন্তরে নিউক্লিওপ্রোটিন নির্মিত বংশগতির ধারক ও বাহকরূপে চিহ্নিত অনুলিপন ক্ষমতাসম্পন্ন এবং রঞ্জক পদার্থ ধারণকারী লম্বা সরু সূত্রাকার দেহ বা গঠনগুলো হলো ক্রোমোজোম,Biology,Biology,Biology,Biology
2051,ক্রোমোজোমকে ঘিরে পাতলা আবরণ থাকে এর নাম পেলিকল।,HSC Biology,ক্রোমোজোমকে ঘিরে পাতলা আবরণ থাকে এর নাম পেলিকল,Biology,Biology,Biology,Biology
2052,অনেক কোষবিজ্ঞানীর মতে ক্রোমোজোমে পেলিকল দ্বারা আবৃত অবস্থায় ম্যাট্রিক্স নামক ঘন জেলীর মতো পদার্থ থাকে ।,HSC Biology,অনেক কোষবিজ্ঞানীর মতে ক্রোমোজোমে পেলিকল দ্বারা আবৃত অবস্থায় ম্যাট্রিক্স নামক ঘন জেলীর মতো পদার্থ থাকে,Biology,Biology,Biology,Biology
2053,প্রতিটি ক্রোমোজোম লম্বালম্বিভাবে দুটি বা কখনও অধিক সূত্র দ্বারা গঠিত।,HSC Biology,প্রতিটি ক্রোমোজোম লম্বালম্বিভাবে দুটি বা কখনও অধিক সূত্র দ্বারা গঠিত,Biology,Biology,Biology,Biology
2054,"মাইটোটিক মেটাফেজে প্রতিটি রঞ্জিত ক্রোমোজোমে একটি গোল অরঞ্জিত ও সংকুচিত স্থান দেখা যায়, এটিই সেন্ট্রোমিয়ার (বা কাইনেটোকোর বা প্রাথমিক কুঞ্চন)।",HSC Biology,মাইটোটিক মেটাফেজে প্রতিটি রঞ্জিত ক্রোমোজোমে একটি গোল অরঞ্জিত ও সংকুচিত স্থান দেখা যায় এটিই সেন্ট্রোমিয়ার বা কাইনেটোকোর বা প্রাথমিক কুঞ্চন,Biology,Biology,Biology,Biology
2055,নিউক্লিক এসিড ক্রোমোজোমের প্রধান রাসায়নিক উপাদান।,HSC Biology,নিউক্লিক এসিড ক্রোমোজোমের প্রধান রাসায়নিক উপাদান,Biology,Biology,Biology,Biology
